,accuracy0,loss0,val_accuracy0,val_loss0,accuracy1,loss1,val_accuracy1,val_loss1,accuracy2,loss2,val_accuracy2,val_loss2,accuracy3,loss3,val_accuracy3,val_loss3,accuracy4,loss4,val_accuracy4,val_loss4
0,0.47533175349235535,1.4212994575500488,0.5047879815101624,1.3846462965011597,0.5236474871635437,1.3760005235671997,0.5430916547775269,1.3631330728530884,0.5107179284095764,1.391865611076355,0.5075239539146423,1.3917351961135864,0.5069751739501953,1.39664888381958,0.5198358297348022,1.3864591121673584,0.47533175349235535,1.4308182001113892,0.4856361150741577,1.4136271476745605
1,0.4766927659511566,1.4170913696289062,0.5184678435325623,1.3796964883804321,0.5420210957527161,1.3623478412628174,0.529411792755127,1.3702605962753296,0.519224226474762,1.3815321922302246,0.5225718021392822,1.3762973546981812,0.5161619782447815,1.3876665830612183,0.49794802069664,1.3895565271377563,0.47499150037765503,1.4276394844055176,0.4883720874786377,1.406606912612915
2,0.4899625778198242,1.4027179479599,0.5376197099685669,1.3608297109603882,0.5433821082115173,1.3547590970993042,0.5567715167999268,1.344480276107788,0.5171827077865601,1.3839472532272339,0.4870041012763977,1.410948395729065,0.518884003162384,1.3843762874603271,0.5321477651596069,1.36968195438385,0.476012259721756,1.423798680305481,0.4856361150741577,1.4172292947769165
3,0.4967676103115082,1.402720332145691,0.5389876961708069,1.3638886213302612,0.5427016019821167,1.35531747341156,0.5499315857887268,1.3590635061264038,0.5022116303443909,1.3983768224716187,0.5047879815101624,1.3963593244552612,0.5144606828689575,1.3868292570114136,0.529411792755127,1.381381869316101,0.4766927659511566,1.4244074821472168,0.49247604608535767,1.4062883853912354
4,0.49846887588500977,1.3975802659988403,0.5307797789573669,1.3699060678482056,0.5461041331291199,1.3534966707229614,0.5389876961708069,1.3705689907073975,0.5141204595565796,1.3864895105361938,0.38303694128990173,1.509584903717041,0.5311330556869507,1.3743535280227661,0.5335157513618469,1.3735978603363037,0.4800952672958374,1.42494535446167,0.5280437469482422,1.3897062540054321
5,0.4892820715904236,1.4023635387420654,0.5485635995864868,1.3560293912887573,0.5515481233596802,1.3499163389205933,0.5335157513618469,1.3580821752548218,0.5294317603111267,1.3737901449203491,0.5321477651596069,1.3710613250732422,0.5294317603111267,1.371321201324463,0.529411792755127,1.3700119256973267,0.4879210591316223,1.419289231300354,0.4842681288719177,1.4191057682037354
6,0.49030283093452454,1.4012110233306885,0.5417236685752869,1.3585879802703857,0.5566519498825073,1.3470447063446045,0.5772913694381714,1.3295912742614746,0.530792772769928,1.3715558052062988,0.5143638849258423,1.3877489566802979,0.538278341293335,1.3650637865066528,0.49794802069664,1.4076294898986816,0.47499150037765503,1.42269766330719,0.5061559677124023,1.3941905498504639
7,0.5025519132614136,1.3900705575942993,0.5430916547775269,1.35401451587677,0.5488261580467224,1.3511371612548828,0.5307797789573669,1.3652242422103882,0.5229669809341431,1.380963921546936,0.5047879815101624,1.4011410474777222,0.5427016019821167,1.3585964441299438,0.5471956133842468,1.356763482093811,0.49064308404922485,1.4113134145736694,0.5116279125213623,1.392720103263855
8,0.5178632140159607,1.3863061666488647,0.5307797789573669,1.3617438077926636,0.5501871109008789,1.3451437950134277,0.5034199953079224,1.3904963731765747,0.518884003162384,1.3829901218414307,0.47058823704719543,1.4337190389633179,0.5484858751296997,1.353705883026123,0.5499315857887268,1.3819788694381714,0.49234434962272644,1.411658763885498,0.5170998573303223,1.3859455585479736
9,0.5045933723449707,1.3967822790145874,0.5280437469482422,1.375679850578308,0.5563116669654846,1.3394298553466797,0.5608755350112915,1.3411850929260254,0.4293977618217468,1.4696691036224365,0.300957590341568,1.6038298606872559,0.5410003662109375,1.3608222007751465,0.5430916547775269,1.3707709312438965,0.5028921365737915,1.4054388999938965,0.5335157513618469,1.3756781816482544
10,0.5032324194908142,1.3930813074111938,0.5595075488090515,1.3361016511917114,0.5593739151954651,1.3425617218017578,0.5772913694381714,1.3276721239089966,0.36951345205307007,1.5322003364562988,0.39534884691238403,1.508311152458191,0.5403198599815369,1.3608746528625488,0.5403556823730469,1.3699458837509155,0.5062946677207947,1.403554081916809,0.5075239539146423,1.385911464691162
11,0.5171827077865601,1.3834867477416992,0.5321477651596069,1.367153286933899,0.5712827444076538,1.3287568092346191,0.5854992866516113,1.3182880878448486,0.40489962697029114,1.4971699714660645,0.398084819316864,1.504469871520996,0.5478053689002991,1.360559344291687,0.5458276271820068,1.3611055612564087,0.5008506178855896,1.4038833379745483,0.5458276271820068,1.3668931722640991
12,0.5175229907035828,1.3884626626968384,0.5444596409797668,1.3565431833267212,0.5648179650306702,1.3353427648544312,0.5772913694381714,1.3251516819000244,0.5049336552619934,1.3973056077957153,0.5403556823730469,1.3661524057388306,0.5420210957527161,1.3583076000213623,0.5471956133842468,1.354899287223816,0.49778836965560913,1.4087879657745361,0.5129958987236023,1.3876338005065918
13,0.5175229907035828,1.3810862302780151,0.5403556823730469,1.3616724014282227,0.574685275554657,1.3293557167053223,0.5649794936180115,1.3336294889450073,0.5403198599815369,1.362372875213623,0.5239397883415222,1.3769371509552002,0.5539299249649048,1.3537296056747437,0.5430916547775269,1.356722116470337,0.5107179284095764,1.3954921960830688,0.5348837375640869,1.3677629232406616
14,0.5185437202453613,1.3785899877548218,0.5526675581932068,1.3545352220535278,0.5712827444076538,1.326226830482483,0.5813953280448914,1.3179986476898193,0.5444028377532959,1.3602925539016724,0.5212038159370422,1.3860901594161987,0.5386185646057129,1.3615473508834839,0.5417236685752869,1.3606841564178467,0.519224226474762,1.386983871459961,0.529411792755127,1.3745322227478027
15,0.5355563163757324,1.3683489561080933,0.5444596409797668,1.3539378643035889,0.5814902782440186,1.3204230070114136,0.5854992866516113,1.3171697854995728,0.536577045917511,1.3647871017456055,0.5061559677124023,1.3963571786880493,0.5512079000473022,1.3570117950439453,0.5212038159370422,1.3938721418380737,0.5110582113265991,1.3952804803848267,0.5430916547775269,1.3620495796203613
16,0.519224226474762,1.3772305250167847,0.5307797789573669,1.3642340898513794,0.5644777417182922,1.3357512950897217,0.5841313004493713,1.3180170059204102,0.5437223315238953,1.359960913658142,0.4965800344944,1.404836893081665,0.5420210957527161,1.3600188493728638,0.5335157513618469,1.3696198463439941,0.5171827077865601,1.3945965766906738,0.4965800344944,1.3990752696990967
17,0.5175229907035828,1.3780068159103394,0.5567715167999268,1.3486502170562744,0.5750254988670349,1.3262238502502441,0.601915180683136,1.3088445663452148,0.5209254622459412,1.382529377937317,0.5129958987236023,1.3891388177871704,0.5484858751296997,1.3540525436401367,0.529411792755127,1.3853999376296997,0.5045933723449707,1.3962560892105103,0.5444596409797668,1.3629170656204224
18,0.5352160334587097,1.3637702465057373,0.5417236685752869,1.3599599599838257,0.5774073004722595,1.3268524408340454,0.601915180683136,1.3063353300094604,0.5379380583763123,1.3644026517868042,0.5225718021392822,1.383386254310608,0.5546104311943054,1.3494596481323242,0.5266757607460022,1.3748390674591064,0.511738657951355,1.3930504322052002,0.5307797789573669,1.3755168914794922
19,0.5345355272293091,1.3651319742202759,0.5471956133842468,1.352192997932434,0.5845525860786438,1.3194823265075684,0.5882353186607361,1.3157447576522827,0.5427016019821167,1.3597362041473389,0.5102599263191223,1.39298415184021,0.5546104311943054,1.3478875160217285,0.5499315857887268,1.3469535112380981,0.5314732789993286,1.3794735670089722,0.5362517237663269,1.3580073118209839
20,0.5341953039169312,1.3611594438552856,0.5239397883415222,1.3748594522476196,0.5808097720146179,1.3189548254013062,0.5896033048629761,1.311482548713684,0.5005103945732117,1.404048204421997,0.4733242094516754,1.4286850690841675,0.5427016019821167,1.3603949546813965,0.5348837375640869,1.3691257238388062,0.5212657451629639,1.3849936723709106,0.5116279125213623,1.3819355964660645
21,0.5352160334587097,1.3627209663391113,0.5554035305976868,1.347983956336975,0.5712827444076538,1.3300766944885254,0.5745553970336914,1.3185902833938599,0.542361319065094,1.3608300685882568,0.5335157513618469,1.3699523210525513,0.5549506545066833,1.3478543758392334,0.5540355443954468,1.3486253023147583,0.5233072638511658,1.3869819641113281,0.49247604608535767,1.4111231565475464
22,0.5464443564414978,1.3565330505371094,0.5622435212135315,1.3416167497634888,0.5811500549316406,1.321066975593567,0.5868673324584961,1.3128740787506104,0.544062614440918,1.3592791557312012,0.529411792755127,1.3758119344711304,0.5603947043418884,1.340211272239685,0.5376197099685669,1.362737774848938,0.5171827077865601,1.3888460397720337,0.42134061455726624,1.4722729921340942
23,0.5290915369987488,1.3707971572875977,0.5129958987236023,1.3824872970581055,0.5903368592262268,1.3118842840194702,0.5882353186607361,1.3129764795303345,0.5508676171302795,1.3536500930786133,0.5266757607460022,1.375404953956604,0.5593739151954651,1.3427376747131348,0.5471956133842468,1.3580363988876343,0.5035726428031921,1.4013906717300415,0.5444596409797668,1.3607698678970337
24,0.5335147976875305,1.366407871246338,0.5143638849258423,1.3830863237380981,0.5865941047668457,1.3131928443908691,0.601915180683136,1.3087232112884521,0.5525689125061035,1.3508001565933228,0.5266757607460022,1.3736610412597656,0.5447431206703186,1.357785701751709,0.5554035305976868,1.3484022617340088,0.5410003662109375,1.3745557069778442,0.5253077745437622,1.3843249082565308
25,0.5083361864089966,1.3882129192352295,0.4623802900314331,1.4409679174423218,0.5974821448326111,1.304834246635437,0.5704514384269714,1.328872561454773,0.5433821082115173,1.3592145442962646,0.5321477651596069,1.3709971904754639,0.5508676171302795,1.3502098321914673,0.5567715167999268,1.3489493131637573,0.5335147976875305,1.3768292665481567,0.5225718021392822,1.3853973150253296
26,0.5369173288345337,1.3628077507019043,0.5663474798202515,1.3334896564483643,0.5760462880134583,1.3248003721237183,0.5759233832359314,1.3298770189285278,0.5410003662109375,1.362206220626831,0.48153215646743774,1.420380711555481,0.549846887588501,1.347626805305481,0.5362517237663269,1.3754498958587646,0.5372575521469116,1.3687769174575806,0.5280437469482422,1.3664642572402954
27,0.5270500183105469,1.371527910232544,0.5567715167999268,1.34722101688385,0.5886355638504028,1.3128371238708496,0.6101230978965759,1.299217939376831,0.5321537852287292,1.3720178604125977,0.5376197099685669,1.364640712738037,0.5624362230300903,1.339323878288269,0.5581395626068115,1.343096137046814,0.5491663813591003,1.3646979331970215,0.5376197099685669,1.3571079969406128
28,0.5518884062767029,1.3518574237823486,0.5554035305976868,1.3424077033996582,0.5855733156204224,1.315883994102478,0.5882353186607361,1.3106800317764282,0.5529091358184814,1.3484910726547241,0.5116279125213623,1.39303457736969,0.5627764463424683,1.3413257598876953,0.5595075488090515,1.3444246053695679,0.5372575521469116,1.374830722808838,0.5348837375640869,1.3646401166915894
29,0.5488261580467224,1.3510265350341797,0.5663474798202515,1.3357654809951782,0.586253821849823,1.3139408826828003,0.6128590703010559,1.290414571762085,0.47907450795173645,1.4218238592147827,0.5266757607460022,1.3749233484268188,0.5491663813591003,1.350996494293213,0.5362517237663269,1.3668540716171265,0.5410003662109375,1.3722224235534668,0.5471956133842468,1.3558621406555176
30,0.5389588475227356,1.3568476438522339,0.5718194246292114,1.327633261680603,0.5913575887680054,1.3081117868423462,0.604651153087616,1.29499089717865,0.5427016019821167,1.362097144126892,0.5212038159370422,1.381306767463684,0.5515481233596802,1.3456590175628662,0.5485635995864868,1.347425103187561,0.5358965396881104,1.3709533214569092,0.5417236685752869,1.3575494289398193
31,0.5525689125061035,1.345649242401123,0.5595075488090515,1.3447701930999756,0.5957808494567871,1.3038767576217651,0.5868673324584961,1.3189940452575684,0.5284110307693481,1.3749452829360962,0.4746921956539154,1.4285284280776978,0.5668594837188721,1.3348339796066284,0.5622435212135315,1.3405791521072388,0.5379380583763123,1.363632082939148,0.5458276271820068,1.3576583862304688
32,0.5427016019821167,1.3600109815597534,0.5485635995864868,1.3477280139923096,0.5910173654556274,1.3113154172897339,0.6155951023101807,1.294618010520935,0.5318135619163513,1.372166395187378,0.5184678435325623,1.379736304283142,0.5617557168006897,1.3429259061813354,0.5417236685752869,1.3626134395599365,0.5430418252944946,1.3652255535125732,0.5540355443954468,1.3450326919555664
33,0.5600544214248657,1.3398686647415161,0.5636115074157715,1.338042974472046,0.6049676537513733,1.295546531677246,0.5745553970336914,1.3252079486846924,0.5372575521469116,1.3643571138381958,0.5430916547775269,1.3605914115905762,0.5617557168006897,1.3412971496582031,0.5677154660224915,1.3305140733718872,0.5396393537521362,1.369691252708435,0.5540355443954468,1.35136878490448
