,accuracy0,loss0,val_accuracy0,val_loss0,accuracy1,loss1,val_accuracy1,val_loss1,accuracy2,loss2,val_accuracy2,val_loss2
0,0.5634569525718689,1.337968349456787,0.5718194246292114,1.329431414604187,0.5961211323738098,1.3049107789993286,0.604651153087616,1.294953465461731,0.549506664276123,1.3565638065338135,0.5622435212135315,1.3340644836425781
1,0.5529091358184814,1.347316861152649,0.5786593556404114,1.323468804359436,0.6090506911277771,1.2943297624588013,0.6142270565032959,1.2892159223556519,0.5586934089660645,1.3496928215026855,0.5581395626068115,1.3421436548233032
2,0.5668594837188721,1.3331588506698608,0.592339277267456,1.3132939338684082,0.6049676537513733,1.2947168350219727,0.603283166885376,1.2913753986358643,0.5372575521469116,1.364798903465271,0.5471956133842468,1.3519433736801147
3,0.561415433883667,1.3380900621414185,0.5718194246292114,1.3314346075057983,0.6063286662101746,1.2951233386993408,0.6196990609169006,1.2828316688537598,0.5287512540817261,1.3728480339050293,0.5649794936180115,1.3309708833694458
4,0.5610752105712891,1.3404492139816284,0.5595075488090515,1.3389060497283936,0.6002041697502136,1.299511432647705,0.6087551116943359,1.2906562089920044,0.5597141981124878,1.3433704376220703,0.5595075488090515,1.346221685409546
5,0.568901002407074,1.3285387754440308,0.5677154660224915,1.330146074295044,0.6073494553565979,1.297239065170288,0.6142270565032959,1.2896181344985962,0.5491663813591003,1.3523836135864258,0.5718194246292114,1.3367061614990234
6,0.5413405895233154,1.3564561605453491,0.5909712910652161,1.3097866773605347,0.6117727160453796,1.2909387350082397,0.595075249671936,1.3073779344558716,0.5488261580467224,1.356942892074585,0.5636115074157715,1.3399560451507568
7,0.5501871109008789,1.3458199501037598,0.5786593556404114,1.3156859874725342,0.5964613556861877,1.3022141456604004,0.6128590703010559,1.2889361381530762,0.5607349276542664,1.343658447265625,0.5813953280448914,1.3249362707138062
8,0.5750254988670349,1.323483943939209,0.5772913694381714,1.324587345123291,0.599523663520813,1.2995719909667969,0.607387125492096,1.2937307357788086,0.5559714436531067,1.3478964567184448,0.5567715167999268,1.34037184715271
9,0.5586934089660645,1.3368251323699951,0.5649794936180115,1.3327761888504028,0.6025859117507935,1.2968599796295166,0.6238030195236206,1.2786554098129272,0.5627764463424683,1.34453547000885,0.5677154660224915,1.3298804759979248
10,0.5352160334587097,1.3603696823120117,0.5718194246292114,1.3282583951950073,0.5985028743743896,1.3021752834320068,0.603283166885376,1.296821117401123,0.5651581883430481,1.3427836894989014,0.5554035305976868,1.3432260751724243
11,0.5583531856536865,1.3416694402694702,0.592339277267456,1.3087903261184692,0.599523663520813,1.301737904548645,0.601915180683136,1.2984503507614136,0.5529091358184814,1.3524047136306763,0.5540355443954468,1.3457221984863281
12,0.5712827444076538,1.3307539224624634,0.5595075488090515,1.3328648805618286,0.6066689491271973,1.2938624620437622,0.601915180683136,1.2985435724258423,0.5539299249649048,1.3498860597610474,0.5800273418426514,1.3240346908569336
13,0.5539299249649048,1.3468173742294312,0.5512995719909668,1.347919225692749,0.5981626510620117,1.3040614128112793,0.593707263469696,1.3058052062988281,0.5620959401130676,1.3402050733566284,0.5581395626068115,1.3418337106704712
14,0.5563116669654846,1.3405882120132446,0.596443235874176,1.3015960454940796,0.6185777187347412,1.2833906412124634,0.6101230978965759,1.2925901412963867,0.5529091358184814,1.3492486476898193,0.5731874108314514,1.328850507736206
15,0.574685275554657,1.3239028453826904,0.5690834522247314,1.3297773599624634,0.6032664179801941,1.295665979385376,0.6265389919281006,1.2774463891983032,0.555290937423706,1.3482965230941772,0.5786593556404114,1.3224347829818726
16,0.568901002407074,1.3332746028900146,0.5896033048629761,1.3077154159545898,0.6175569891929626,1.285434603691101,0.5841313004493713,1.3117257356643677,0.5637972354888916,1.3395901918411255,0.5567715167999268,1.3450357913970947
17,0.5692412257194519,1.3315755128860474,0.5690834522247314,1.3323686122894287,0.6063286662101746,1.2947109937667847,0.5772913694381714,1.3227146863937378,0.5627764463424683,1.3402559757232666,0.5690834522247314,1.3321809768676758
18,0.538278341293335,1.362670660018921,0.5841313004493713,1.3171106576919556,0.6049676537513733,1.2962749004364014,0.597811222076416,1.3098275661468506,0.5620959401130676,1.3413257598876953,0.5595075488090515,1.3412350416183472
19,0.5634569525718689,1.335251808166504,0.5800273418426514,1.3213485479354858,0.6127934455871582,1.287177324295044,0.5854992866516113,1.3147687911987305,0.5695815086364746,1.3377959728240967,0.5745553970336914,1.3294345140457153
20,0.5573323965072632,1.3408544063568115,0.5800273418426514,1.319743275642395,0.5971418619155884,1.30449640750885,0.5882353186607361,1.3139721155166626,0.5668594837188721,1.3374019861221313,0.593707263469696,1.3149549961090088
21,0.5634569525718689,1.3358323574066162,0.5677154660224915,1.3359220027923584,0.6019054055213928,1.3004848957061768,0.6087551116943359,1.291995644569397,0.5508676171302795,1.3516879081726074,0.5882353186607361,1.3156839609146118
22,0.5757060050964355,1.3238753080368042,0.4911080598831177,1.4053627252578735,0.6083701848983765,1.2951984405517578,0.604651153087616,1.2957619428634644,0.5634569525718689,1.3407087326049805,0.5745553970336914,1.327440857887268
23,0.5699217319488525,1.3318426609039307,0.5116279125213623,1.387784719467163,0.6073494553565979,1.2934777736663818,0.6114910840988159,1.296908974647522,0.5620959401130676,1.3439207077026367,0.5567715167999268,1.3439996242523193
24,0.5563116669654846,1.3436273336410522,0.593707263469696,1.3100311756134033,0.6070091724395752,1.2920275926589966,0.597811222076416,1.301113247871399,0.5620959401130676,1.3426976203918457,0.5718194246292114,1.323147177696228
25,0.5617557168006897,1.335443377494812,0.5800273418426514,1.3242313861846924,0.6209595203399658,1.2816015481948853,0.595075249671936,1.3096249103546143,0.5532494187355042,1.3472028970718384,0.5731874108314514,1.3282703161239624
26,0.5678802132606506,1.3350039720535278,0.5786593556404114,1.3276002407073975,0.6138142347335815,1.2857390642166138,0.6210670471191406,1.2813957929611206,0.5603947043418884,1.3421117067337036,0.5731874108314514,1.3295830488204956
27,0.5719632506370544,1.326555848121643,0.5800273418426514,1.3234347105026245,0.6032664179801941,1.2968987226486206,0.603283166885376,1.2954643964767456,0.5321537852287292,1.369605541229248,0.3214774429798126,1.583176851272583
28,0.5706022381782532,1.3320695161819458,0.6114910840988159,1.290730595588684,0.6195985078811646,1.2817702293395996,0.5677154660224915,1.3274645805358887,0.4246342182159424,1.4775115251541138,0.5745553970336914,1.331986665725708
29,0.5675399899482727,1.323317289352417,0.596443235874176,1.3012418746948242,0.6025859117507935,1.297601342201233,0.592339277267456,1.3105186223983765,0.5590336918830872,1.3440556526184082,0.5608755350112915,1.3391380310058594
30,0.586253821849823,1.31435227394104,0.604651153087616,1.2999985218048096,0.6121129393577576,1.2877476215362549,0.6155951023101807,1.2914836406707764,0.5597141981124878,1.3413550853729248,0.5813953280448914,1.3204716444015503
31,0.58046954870224,1.3218495845794678,0.6128590703010559,1.2864556312561035,0.6080299615859985,1.2933703660964966,0.6196990609169006,1.2841994762420654,0.563116729259491,1.3412561416625977,0.5827633142471313,1.322493553161621
32,0.5641374588012695,1.334560751914978,0.5800273418426514,1.3219703435897827,0.6151752471923828,1.28372323513031,0.6196990609169006,1.2838727235794067,0.5539299249649048,1.3469154834747314,0.596443235874176,1.309507966041565
33,0.5801293253898621,1.3203489780426025,0.601915180683136,1.2999809980392456,0.6318475604057312,1.271538257598877,0.6101230978965759,1.2911580801010132,0.5678802132606506,1.3372305631637573,0.5882353186607361,1.3122724294662476
34,0.5760462880134583,1.3250083923339844,0.601915180683136,1.2972387075424194,0.6066689491271973,1.2929309606552124,0.603283166885376,1.2973599433898926,0.5709425210952759,1.3342269659042358,0.5731874108314514,1.328690767288208
35,0.5780878067016602,1.3239824771881104,0.597811222076416,1.3044092655181885,0.6182374954223633,1.2797000408172607,0.6333789229393005,1.2726728916168213,0.5617557168006897,1.3430415391921997,0.5512995719909668,1.3519729375839233
36,0.5644777417182922,1.332911491394043,0.592339277267456,1.3132911920547485,0.6138142347335815,1.286541223526001,0.6388508677482605,1.2631313800811768,0.5682204961776733,1.3344320058822632,0.5745553970336914,1.3289835453033447
37,0.5661789774894714,1.335588812828064,0.6101230978965759,1.2945911884307861,0.6206192374229431,1.2808605432510376,0.6210670471191406,1.2768250703811646,0.5648179650306702,1.3372015953063965,0.5417236685752869,1.3593846559524536
38,0.5736644864082336,1.324995994567871,0.600547194480896,1.30204439163208,0.6100714802742004,1.2913658618927002,0.6292749643325806,1.275213599205017,0.5661789774894714,1.3389719724655151,0.5813953280448914,1.3210448026657104
39,0.572983980178833,1.3289648294448853,0.5731874108314514,1.3264793157577515,0.6209595203399658,1.2792562246322632,0.6101230978965759,1.2903773784637451,0.5811500549316406,1.3229644298553467,0.5786593556404114,1.3220809698104858
40,0.5719632506370544,1.328869104385376,0.597811222076416,1.3068071603775024,0.6192582249641418,1.2810722589492798,0.6101230978965759,1.2871633768081665,0.5593739151954651,1.3462319374084473,0.5909712910652161,1.3100824356079102
41,0.5740047693252563,1.3230350017547607,0.597811222076416,1.3032052516937256,0.6209595203399658,1.2761856317520142,0.6388508677482605,1.268902063369751,0.5733242630958557,1.3296825885772705,0.597811222076416,1.3047263622283936
42,0.5757060050964355,1.3251140117645264,0.6155951023101807,1.2871932983398438,0.5971418619155884,1.3032647371292114,0.6114910840988159,1.2891161441802979,0.5590336918830872,1.3444207906723022,0.5827633142471313,1.3193151950836182
43,0.5716230273246765,1.3296990394592285,0.5896033048629761,1.3121752738952637,0.5961211323738098,1.3009052276611328,0.6402188539505005,1.26352858543396,0.5263695120811462,1.3806967735290527,0.5417236685752869,1.3587011098861694
44,0.5678802132606506,1.3327507972717285,0.597811222076416,1.301345705986023,0.5886355638504028,1.3100817203521729,0.6238030195236206,1.274415135383606,0.5627764463424683,1.3401886224746704,0.5718194246292114,1.326958179473877
45,0.5797890424728394,1.320803165435791,0.5800273418426514,1.3228106498718262,0.6076896786689758,1.2926093339920044,0.6251710057258606,1.2789535522460938,0.5784280300140381,1.325771689414978,0.5786593556404114,1.3243131637573242
46,0.574685275554657,1.3242814540863037,0.5868673324584961,1.3147646188735962,0.6151752471923828,1.2836447954177856,0.6306429505348206,1.2693471908569336,0.5603947043418884,1.3422168493270874,0.5731874108314514,1.3327354192733765
47,0.58046954870224,1.315611720085144,0.5896033048629761,1.312079906463623,0.622660756111145,1.2786022424697876,0.6210670471191406,1.2822749614715576,0.5740047693252563,1.3290801048278809,0.5731874108314514,1.3268495798110962
