,trial_name,epochs,learning_rate,dropout_val,l2_val,layer_size,training_loss,training_mae,training_mse,validation_loss,validation_mae,validation_mse,test_loss,test_mae,test_mse
110,Ep100_Lr05_Do2_L2001_Ls87,100,0.05,0.2,0.001,87,0.01607714220881462,0.08302954584360123,0.015185131691396236,0.012833449989557266,0.07120577245950699,0.011943022720515728,0.012952075339853764,0.07155729085206985,0.012061652727425098
111,Ep100_Lr05_Do2_L20001_Ls29,100,0.05,0.2,0.0001,29,0.0190812349319458,0.0959109291434288,0.018913405016064644,0.01607552357017994,0.08519686013460159,0.015910238027572632,0.015967639163136482,0.08460688591003418,0.015802348032593727
112,Ep100_Lr05_Do2_L20001_Ls58,100,0.05,0.2,0.0001,58,0.01463985163718462,0.08091725409030914,0.014248012565076351,0.012416998855769634,0.07476353645324707,0.012029838748276234,0.012365052476525307,0.07460395246744156,0.011977888643741608
113,Ep100_Lr05_Do2_L20001_Ls87,100,0.05,0.2,0.0001,87,0.01426155399531126,0.07951749116182327,0.01377286110073328,0.008984334766864777,0.06397505849599838,0.00850838515907526,0.009016533382236958,0.06402274966239929,0.00854057539254427
114,Ep100_Lr05_Do2_L21e-05_Ls29,100,0.05,0.2,1e-05,29,0.013197869062423706,0.07493598014116287,0.012920967303216457,0.008619201369583607,0.05935240536928177,0.00834422092884779,0.008584365248680115,0.05903439596295357,0.008309383876621723
115,Ep100_Lr05_Do2_L21e-05_Ls58,100,0.05,0.2,1e-05,58,0.013711919076740742,0.07736516743898392,0.013533303514122963,0.008395012468099594,0.06075327470898628,0.008216212503612041,0.008390468545258045,0.0607658289372921,0.008211670443415642
116,Ep100_Lr05_Do2_L21e-05_Ls87,100,0.05,0.2,1e-05,87,0.014508359134197235,0.0792737603187561,0.014305182732641697,0.011429860256612301,0.06476852297782898,0.011229697614908218,0.011475490406155586,0.06470564752817154,0.011275331489741802
117,Ep100_Lr05_Do3_L2001_Ls29,100,0.05,0.3,0.001,29,0.02390909194946289,0.1121828556060791,0.02390909194946289,0.023359673097729683,0.11112293601036072,0.023359673097729683,0.02330446057021618,0.11104505509138107,0.02330446057021618
118,Ep100_Lr05_Do3_L2001_Ls58,100,0.05,0.3,0.001,58,0.023908201605081558,0.11224763095378876,0.023908201605081558,0.02341810055077076,0.10713152587413788,0.02341810055077076,0.023347778245806694,0.10700201243162155,0.023347778245806694
119,Ep100_Lr05_Do3_L2001_Ls87,100,0.05,0.3,0.001,87,0.021454952657222748,0.10348129272460938,0.02111506275832653,0.018830478191375732,0.09488396346569061,0.018493354320526123,0.018728679046034813,0.0945490300655365,0.018391553312540054
120,Ep100_Lr05_Do3_L20001_Ls29,100,0.05,0.3,0.0001,29,0.01902817375957966,0.09488226473331451,0.018738042563199997,0.015865720808506012,0.08240151405334473,0.015575332567095757,0.015954431146383286,0.08238814026117325,0.015664048492908478
121,Ep100_Lr05_Do3_L20001_Ls58,100,0.05,0.3,0.0001,58,0.02391318790614605,0.11222674697637558,0.02391318790614605,0.023340366780757904,0.11078670620918274,0.023340366780757904,0.02328249253332615,0.11070577055215836,0.02328249253332615
122,Ep100_Lr05_Do3_L20001_Ls87,100,0.05,0.3,0.0001,87,0.023932773619890213,0.1121797040104866,0.023932773619890213,0.023357229307293892,0.11178093403577805,0.023357229307293892,0.02329365722835064,0.11170926690101624,0.02329365722835064
123,Ep100_Lr05_Do3_L21e-05_Ls29,100,0.05,0.3,1e-05,29,0.015329282730817795,0.08351349830627441,0.015041866339743137,0.010519763454794884,0.06859737634658813,0.010228035971522331,0.010478095151484013,0.0684683695435524,0.010186363011598587
124,Ep100_Lr05_Do3_L21e-05_Ls58,100,0.05,0.3,1e-05,58,0.018086861819028854,0.09295918047428131,0.017917580902576447,0.014550035819411278,0.07786297053098679,0.014379463158547878,0.014550533145666122,0.07788088917732239,0.014379960484802723
125,Ep100_Lr05_Do3_L21e-05_Ls87,100,0.05,0.3,1e-05,87,0.016272757202386856,0.08560443669557571,0.016015397384762764,0.010970313102006912,0.07098976522684097,0.010716961696743965,0.011036250740289688,0.07089762389659882,0.010782900266349316
126,Ep100_Lr05_Do4_L2001_Ls29,100,0.05,0.4,0.001,29,0.023923885077238083,0.11233285814523697,0.023923885077238083,0.023334214463829994,0.1086282730102539,0.023334214463829994,0.02327028103172779,0.10853277891874313,0.02327028103172779
127,Ep100_Lr05_Do4_L2001_Ls58,100,0.05,0.4,0.001,58,0.023918088525533676,0.11226898431777954,0.023918088525533676,0.02332659624516964,0.10914730280637741,0.02332659624516964,0.02325327694416046,0.10905811935663223,0.02325327694416046
128,Ep100_Lr05_Do4_L2001_Ls87,100,0.05,0.4,0.001,87,0.023929748684167862,0.11217205226421356,0.023929748684167862,0.023346390575170517,0.11145544797182083,0.023346390575170517,0.023277699947357178,0.11138514429330826,0.023277699947357178
129,Ep100_Lr05_Do4_L20001_Ls29,100,0.05,0.4,0.0001,29,0.023923909291625023,0.11228898912668228,0.023923909291625023,0.023333659395575523,0.10949595272541046,0.023333659395575523,0.023275310173630714,0.10940288752317429,0.023275310173630714
130,Ep100_Lr05_Do4_L20001_Ls58,100,0.05,0.4,0.0001,58,0.023939166218042374,0.11230775713920593,0.023939166218042374,0.02333730272948742,0.10975345969200134,0.02333730272948742,0.023280208930373192,0.10966329276561737,0.023280208930373192
131,Ep100_Lr05_Do4_L20001_Ls87,100,0.05,0.4,0.0001,87,0.02185325138270855,0.10558025538921356,0.021661702543497086,0.018925338983535767,0.09670651704072952,0.018741993233561516,0.018870709463953972,0.09639229625463486,0.018687359988689423
132,Ep100_Lr05_Do4_L21e-05_Ls29,100,0.05,0.4,1e-05,29,0.02392664924263954,0.11233776807785034,0.02392664924263954,0.02331625297665596,0.10932321846485138,0.02331625297665596,0.02324679307639599,0.1092364490032196,0.02324679307639599
133,Ep100_Lr05_Do4_L21e-05_Ls58,100,0.05,0.4,1e-05,58,0.022269809618592262,0.1063232421875,0.022211626172065735,0.020014535635709763,0.09615210443735123,0.019958121702075005,0.020003920421004295,0.09627696871757507,0.019947519525885582
134,Ep100_Lr05_Do4_L21e-05_Ls87,100,0.05,0.4,1e-05,87,0.023932011798024178,0.11244681477546692,0.023932011798024178,0.023363454267382622,0.1088501363992691,0.023363454267382622,0.023307736963033676,0.10874267667531967,0.023307736963033676
135,Ep100_Lr05_Do5_L2001_Ls29,100,0.05,0.5,0.001,29,0.02391231805086136,0.11225625872612,0.02391231805086136,0.02333434298634529,0.10879112780094147,0.02333434298634529,0.023272398859262466,0.1086963638663292,0.023272398859262466
136,Ep100_Lr05_Do5_L2001_Ls58,100,0.05,0.5,0.001,58,0.023930637165904045,0.11238976567983627,0.023930637165904045,0.023446789011359215,0.10706666111946106,0.023446789011359215,0.02336876466870308,0.10691986978054047,0.02336876466870308
137,Ep100_Lr05_Do5_L2001_Ls87,100,0.05,0.5,0.001,87,0.023913534358143806,0.11214450746774673,0.023913534358143806,0.0233217291533947,0.10929171741008759,0.0233217291533947,0.023249493911862373,0.10920435935258865,0.023249493911862373
138,Ep100_Lr05_Do5_L20001_Ls29,100,0.05,0.5,0.0001,29,0.02392580173909664,0.11240281909704208,0.02392580173909664,0.02335413359105587,0.10824567079544067,0.02335413359105587,0.023291654884815216,0.10813995450735092,0.023291654884815216
139,Ep100_Lr05_Do5_L20001_Ls58,100,0.05,0.5,0.0001,58,0.023921910673379898,0.1122698113322258,0.023921910673379898,0.023324692621827126,0.11079725623130798,0.023324692621827126,0.023257559165358543,0.11072175949811935,0.023257559165358543
140,Ep100_Lr05_Do5_L20001_Ls87,100,0.05,0.5,0.0001,87,0.023233460262417793,0.10861780494451523,0.02307473123073578,0.021289367228746414,0.1029687449336052,0.021131200715899467,0.021231209859251976,0.10279153287410736,0.021073050796985626
141,Ep100_Lr05_Do5_L21e-05_Ls29,100,0.05,0.5,1e-05,29,0.023921117186546326,0.11233311146497726,0.023921117186546326,0.02332962304353714,0.10974428802728653,0.02332962304353714,0.0232708640396595,0.10965404659509659,0.0232708640396595
142,Ep100_Lr05_Do5_L21e-05_Ls58,100,0.05,0.5,1e-05,58,0.023924466222524643,0.1122124120593071,0.023924466222524643,0.02345479466021061,0.11338112503290176,0.02345479466021061,0.023397166281938553,0.11332456022500992,0.023397166281938553
143,Ep100_Lr05_Do5_L21e-05_Ls87,100,0.05,0.5,1e-05,87,0.023939620703458786,0.1122988685965538,0.023939620703458786,0.023344306275248528,0.10826196521520615,0.023344306275248528,0.023274574428796768,0.10816259682178497,0.023274574428796768
144,Ep100_Lr01_Do2_L2001_Ls29,100,0.01,0.2,0.001,29,0.012977377511560917,0.07007657736539841,0.011388666927814484,0.009279781952500343,0.05488916113972664,0.007741237059235573,0.009368903934955597,0.05497083067893982,0.007830359973013401
145,Ep100_Lr01_Do2_L2001_Ls58,100,0.01,0.2,0.001,58,0.012545019388198853,0.06971918791532516,0.011036040261387825,0.00866719800978899,0.05482770875096321,0.007152956910431385,0.008564488030970097,0.05479060113430023,0.00705024553462863
146,Ep100_Lr01_Do2_L2001_Ls87,100,0.01,0.2,0.001,87,0.012831969186663628,0.07047339528799057,0.01131741888821125,0.008121991530060768,0.051766812801361084,0.006613004021346569,0.008260228671133518,0.052209947258234024,0.006751243490725756
147,Ep100_Lr01_Do2_L20001_Ls29,100,0.01,0.2,0.0001,29,0.010823535732924938,0.06432537734508514,0.009960466995835304,0.005672017578035593,0.04770216345787048,0.004809789825230837,0.00567786255851388,0.047553520649671555,0.004815634340047836
148,Ep100_Lr01_Do2_L20001_Ls58,100,0.01,0.2,0.0001,58,0.010149814188480377,0.061781853437423706,0.009193548001348972,0.00694198627024889,0.05117030069231987,0.005992580205202103,0.0069983238354325294,0.05149977654218674,0.006048919167369604
149,Ep100_Lr01_Do2_L20001_Ls87,100,0.01,0.2,0.0001,87,0.010313687846064568,0.06138317286968231,0.009236132726073265,0.006433564238250256,0.04508977383375168,0.005325871519744396,0.006455434951931238,0.04506564885377884,0.005347744561731815
150,Ep100_Lr01_Do2_L21e-05_Ls29,100,0.01,0.2,1e-05,29,0.008943100459873676,0.058423783630132675,0.008461309596896172,0.006060207262635231,0.04614721238613129,0.005578764248639345,0.005975163076072931,0.045631591230630875,0.005493717268109322
151,Ep100_Lr01_Do2_L21e-05_Ls58,100,0.01,0.2,1e-05,58,0.008648806251585484,0.05665845796465874,0.008046002127230167,0.005588315427303314,0.04430626705288887,0.004983530845493078,0.005544256418943405,0.044137466698884964,0.00493947509676218
152,Ep100_Lr01_Do2_L21e-05_Ls87,100,0.01,0.2,1e-05,87,0.008505495265126228,0.05578795447945595,0.007898997515439987,0.00587164331227541,0.04644998162984848,0.005266596097499132,0.005846173036843538,0.04612556844949722,0.005241127219051123
153,Ep100_Lr01_Do3_L2001_Ls29,100,0.01,0.3,0.001,29,0.016855867579579353,0.08385033160448074,0.01544372271746397,0.011327904649078846,0.06551814824342728,0.00987717043608427,0.01127468328922987,0.0653354823589325,0.009823947213590145
154,Ep100_Lr01_Do3_L2001_Ls58,100,0.01,0.3,0.001,58,0.016392111778259277,0.08240675926208496,0.014970807358622551,0.011954277753829956,0.06720077246427536,0.010530825704336166,0.012136979028582573,0.06747892498970032,0.010713526047766209
155,Ep100_Lr01_Do3_L2001_Ls87,100,0.01,0.3,0.001,87,0.01604597456753254,0.08135046809911728,0.014497588388621807,0.0122273750603199,0.0671221911907196,0.01075184065848589,0.012237554416060448,0.06715481728315353,0.010762016288936138
156,Ep100_Lr01_Do3_L20001_Ls29,100,0.01,0.3,0.0001,29,0.013553001917898655,0.07462474703788757,0.012678873725235462,0.008746414445340633,0.05954544246196747,0.007879379205405712,0.008819326758384705,0.05955911800265312,0.007952287793159485
157,Ep100_Lr01_Do3_L20001_Ls58,100,0.01,0.3,0.0001,58,0.013106618076562881,0.0717940479516983,0.01202403288334608,0.011446171440184116,0.06383365392684937,0.010363050736486912,0.011640269309282303,0.06461810320615768,0.010557149536907673
158,Ep100_Lr01_Do3_L20001_Ls87,100,0.01,0.3,0.0001,87,0.012822505086660385,0.07094982266426086,0.011787354946136475,0.010709729976952076,0.06331650167703629,0.009667674079537392,0.010667103342711926,0.06341741979122162,0.009625048376619816
159,Ep100_Lr01_Do3_L21e-05_Ls29,100,0.01,0.3,1e-05,29,0.011888319626450539,0.06953442841768265,0.011411004699766636,0.009469304233789444,0.05932551622390747,0.008994012139737606,0.009559436701238155,0.059181343764066696,0.009084145538508892
160,Ep100_Lr01_Do3_L21e-05_Ls58,100,0.01,0.3,1e-05,58,0.01126285083591938,0.06696569919586182,0.010678404942154884,0.010268004611134529,0.06623704731464386,0.00968743022531271,0.01033325120806694,0.06602197140455246,0.009752676822245121
161,Ep100_Lr01_Do3_L21e-05_Ls87,100,0.01,0.3,1e-05,87,0.01142475102096796,0.0674746185541153,0.010796371847391129,0.009219188243150711,0.06470011919736862,0.00859175156801939,0.009343813173472881,0.06508982926607132,0.008716375567018986
162,Ep100_Lr01_Do4_L2001_Ls29,100,0.01,0.4,0.001,29,0.019165705889463425,0.093500055372715,0.01805989444255829,0.0129411481320858,0.07460381835699081,0.011811934411525726,0.01295547280460596,0.07430916279554367,0.011826258152723312
163,Ep100_Lr01_Do4_L2001_Ls58,100,0.01,0.4,0.001,58,0.019087964668869972,0.09216131269931793,0.017757780849933624,0.014368820935487747,0.07369088381528854,0.013045663014054298,0.014284133911132812,0.07326892018318176,0.012960980646312237
164,Ep100_Lr01_Do4_L2001_Ls87,100,0.01,0.4,0.001,87,0.019164081662893295,0.09234623610973358,0.017878510057926178,0.015697943046689034,0.08691602200269699,0.014526617713272572,0.01563919708132744,0.08691075444221497,0.014467877335846424
165,Ep100_Lr01_Do4_L20001_Ls29,100,0.01,0.4,0.0001,29,0.015949539840221405,0.08200375735759735,0.014984973706305027,0.012122652493417263,0.06688293069601059,0.011181313544511795,0.012179641053080559,0.06682716310024261,0.01123830582946539
166,Ep100_Lr01_Do4_L20001_Ls58,100,0.01,0.4,0.0001,58,0.015882372856140137,0.08224848657846451,0.014888787642121315,0.012069455347955227,0.0690290778875351,0.01108674518764019,0.012122348882257938,0.0690263956785202,0.011139641515910625
167,Ep100_Lr01_Do4_L20001_Ls87,100,0.01,0.4,0.0001,87,0.015620779246091843,0.08101147413253784,0.014625195413827896,0.01241791620850563,0.0695306733250618,0.011417743749916553,0.012581571005284786,0.06979400664567947,0.011581397615373135
168,Ep100_Lr01_Do4_L21e-05_Ls29,100,0.01,0.4,1e-05,29,0.01461826916784048,0.08000995218753815,0.014194690622389317,0.011145005002617836,0.0666457936167717,0.010729449801146984,0.011189622804522514,0.06653216481208801,0.010774064809083939
169,Ep100_Lr01_Do4_L21e-05_Ls58,100,0.01,0.4,1e-05,58,0.01422099582850933,0.07828379422426224,0.013664763420820236,0.011172064580023289,0.06960325688123703,0.010609893128275871,0.011113668791949749,0.06958501785993576,0.010551497340202332
170,Ep100_Lr01_Do4_L21e-05_Ls87,100,0.01,0.4,1e-05,87,0.013909936882555485,0.0769786536693573,0.013339840807020664,0.012822432443499565,0.07289304584264755,0.012250441126525402,0.012792202644050121,0.07283705472946167,0.012220212258398533
171,Ep100_Lr01_Do5_L2001_Ls29,100,0.01,0.5,0.001,29,0.022094687446951866,0.10399966686964035,0.021426400169730186,0.020240912213921547,0.09376539289951324,0.019593458622694016,0.02008058875799179,0.09335874766111374,0.019433127716183662
172,Ep100_Lr01_Do5_L2001_Ls58,100,0.01,0.5,0.001,58,0.021489104256033897,0.1007586345076561,0.020495614036917686,0.01761331595480442,0.08989053219556808,0.01666252873837948,0.017602434381842613,0.08958093076944351,0.01665164716541767
173,Ep100_Lr01_Do5_L2001_Ls87,100,0.01,0.5,0.001,87,0.021400943398475647,0.10043644160032272,0.020408006384968758,0.0169232077896595,0.08650556951761246,0.01595054194331169,0.01693403348326683,0.08642425388097763,0.015961363911628723
174,Ep100_Lr01_Do5_L20001_Ls29,100,0.01,0.5,0.0001,29,0.018961500376462936,0.09419278055429459,0.01826210506260395,0.015097113326191902,0.0848984569311142,0.014388741925358772,0.015225879848003387,0.0852736085653305,0.014517516829073429
175,Ep100_Lr01_Do5_L20001_Ls58,100,0.01,0.5,0.0001,58,0.01844477653503418,0.09089616686105728,0.01749476045370102,0.013451306149363518,0.07570237666368484,0.012483595870435238,0.013599910773336887,0.07613572478294373,0.012632195837795734
176,Ep100_Lr01_Do5_L20001_Ls87,100,0.01,0.5,0.0001,87,0.018368618562817574,0.09103590250015259,0.01748598925769329,0.014115951023995876,0.0781777873635292,0.013235827907919884,0.014083076268434525,0.07801234722137451,0.013202953152358532
177,Ep100_Lr01_Do5_L21e-05_Ls29,100,0.01,0.5,1e-05,29,0.01778027042746544,0.09076962620019913,0.017407584935426712,0.014178651385009289,0.08154266327619553,0.013803178444504738,0.014243202283978462,0.08171474188566208,0.013867734000086784
178,Ep100_Lr01_Do5_L21e-05_Ls58,100,0.01,0.5,1e-05,58,0.016805311664938927,0.08695067465305328,0.016339508816599846,0.014854754321277142,0.08127228915691376,0.014390580356121063,0.014902153052389622,0.08138930052518845,0.014437980018556118
179,Ep100_Lr01_Do5_L21e-05_Ls87,100,0.01,0.5,1e-05,87,0.016788430511951447,0.08672326058149338,0.01629694364964962,0.015208909288048744,0.07766971737146378,0.014721943996846676,0.01528735738247633,0.07783979177474976,0.014800393022596836
180,Ep100_Lr005_Do2_L2001_Ls29,100,0.005,0.2,0.001,29,0.012311724945902824,0.06749819964170456,0.01072739064693451,0.007965904660522938,0.05387105420231819,0.00643143430352211,0.008036552928388119,0.054478950798511505,0.006502083502709866
181,Ep100_Lr005_Do2_L2001_Ls58,100,0.005,0.2,0.001,58,0.012019389308989048,0.06614959985017776,0.01037164032459259,0.008067570626735687,0.0528406985104084,0.00644990848377347,0.008127624168992043,0.05309530347585678,0.006509962026029825
182,Ep100_Lr005_Do2_L2001_Ls87,100,0.005,0.2,0.001,87,0.01232132688164711,0.06732133030891418,0.010666021145880222,0.007349003572016954,0.0512574203312397,0.005710461176931858,0.007199826650321484,0.05092278867959976,0.005561284255236387
183,Ep100_Lr005_Do2_L20001_Ls29,100,0.005,0.2,0.0001,29,0.009789093397557735,0.060519490391016006,0.008836537599563599,0.00759472232311964,0.051536500453948975,0.006633669137954712,0.007644833531230688,0.05157456547021866,0.006683779414743185
184,Ep100_Lr005_Do2_L20001_Ls58,100,0.005,0.2,0.0001,58,0.009938708506524563,0.059562914073467255,0.008892263285815716,0.006162390112876892,0.047437041997909546,0.005097702611237764,0.006223777309060097,0.04747435450553894,0.005159090273082256
185,Ep100_Lr005_Do2_L20001_Ls87,100,0.005,0.2,0.0001,87,0.00958927720785141,0.05846264585852623,0.008481848984956741,0.005859407130628824,0.045360736548900604,0.004764763172715902,0.005917656235396862,0.045696061104536057,0.004823010880500078
186,Ep100_Lr005_Do2_L21e-05_Ls29,100,0.005,0.2,1e-05,29,0.00870253425091505,0.05729559063911438,0.008189271204173565,0.006724571343511343,0.048968322575092316,0.006213182117789984,0.006732405163347721,0.048908885568380356,0.006221020128577948
187,Ep100_Lr005_Do2_L21e-05_Ls58,100,0.005,0.2,1e-05,58,0.008260516449809074,0.05482064560055733,0.007617643103003502,0.005862170830368996,0.043291669338941574,0.005224358290433884,0.005916271358728409,0.042943324893713,0.005278457421809435
188,Ep100_Lr005_Do2_L21e-05_Ls87,100,0.005,0.2,1e-05,87,0.008252390660345554,0.054110921919345856,0.007586393505334854,0.005132436286658049,0.043120693415403366,0.004468525759875774,0.005198164377361536,0.04308736324310303,0.004534253850579262
189,Ep100_Lr005_Do3_L2001_Ls29,100,0.005,0.3,0.001,29,0.015518133528530598,0.07991638779640198,0.01401184219866991,0.010535069741308689,0.0611693374812603,0.009084000252187252,0.010481740348041058,0.06120583787560463,0.009030668064951897
190,Ep100_Lr005_Do3_L2001_Ls58,100,0.005,0.3,0.001,58,0.015096393413841724,0.07774632424116135,0.013439968228340149,0.010744128376245499,0.06339758634567261,0.00916382484138012,0.010793686844408512,0.06345541030168533,0.009213377721607685
191,Ep100_Lr005_Do3_L2001_Ls87,100,0.005,0.3,0.001,87,0.015233611688017845,0.07749016582965851,0.013561771251261234,0.010545319877564907,0.06146813929080963,0.008866195566952229,0.01048349216580391,0.06140405684709549,0.008804368786513805
192,Ep100_Lr005_Do3_L20001_Ls29,100,0.005,0.3,0.0001,29,0.012712094001471996,0.07084464281797409,0.011703011579811573,0.009779641404747963,0.06257878243923187,0.008774172514677048,0.009827910922467709,0.06277447193861008,0.008822446689009666
193,Ep100_Lr005_Do3_L20001_Ls58,100,0.005,0.3,0.0001,58,0.012515987269580364,0.06978791952133179,0.011365212500095367,0.009447264485061169,0.06085467338562012,0.008335437625646591,0.009611446410417557,0.061169419437646866,0.008499621413648129
194,Ep100_Lr005_Do3_L20001_Ls87,100,0.005,0.3,0.0001,87,0.012499338015913963,0.0694112703204155,0.011339135468006134,0.009444787167012691,0.058299459517002106,0.008277778513729572,0.009575973264873028,0.05873638018965721,0.008408968336880207
195,Ep100_Lr005_Do3_L21e-05_Ls29,100,0.005,0.3,1e-05,29,0.011611782014369965,0.06865505129098892,0.011151944287121296,0.008234735578298569,0.05774899572134018,0.007771780714392662,0.008353868499398232,0.057848650962114334,0.007890918292105198
196,Ep100_Lr005_Do3_L21e-05_Ls58,100,0.005,0.3,1e-05,58,0.010972418822348118,0.06512396037578583,0.010339247062802315,0.008500357158482075,0.057827576994895935,0.007870173081755638,0.008533610962331295,0.05764234438538551,0.007903425954282284
197,Ep100_Lr005_Do3_L21e-05_Ls87,100,0.005,0.3,1e-05,87,0.010971459560096264,0.06510209292173386,0.0102690439671278,0.008226215839385986,0.05508020520210266,0.007525057531893253,0.008317426778376102,0.054962433874607086,0.007616270799189806
198,Ep100_Lr005_Do4_L2001_Ls29,100,0.005,0.4,0.001,29,0.018338002264499664,0.09003255516290665,0.017010845243930817,0.014077214524149895,0.07996605336666107,0.01278170756995678,0.014068628661334515,0.08002916723489761,0.012773120775818825
199,Ep100_Lr005_Do4_L2001_Ls58,100,0.005,0.4,0.001,58,0.01765207201242447,0.0874304547905922,0.0162188820540905,0.012735536321997643,0.06991490721702576,0.011302218772470951,0.012840435840189457,0.07001999765634537,0.011407113634049892
200,Ep100_Lr005_Do4_L2001_Ls87,100,0.005,0.4,0.001,87,0.0180517490953207,0.08719053864479065,0.01647343672811985,0.014659171923995018,0.07415109872817993,0.013190694153308868,0.014665831811726093,0.07407429814338684,0.013197358697652817
201,Ep100_Lr005_Do4_L20001_Ls29,100,0.005,0.4,0.0001,29,0.01547322515398264,0.08082883059978485,0.014568119309842587,0.012222603894770145,0.07063168287277222,0.011304854415357113,0.01238774973899126,0.07093792408704758,0.011470004916191101
202,Ep100_Lr005_Do4_L20001_Ls58,100,0.005,0.4,0.0001,58,0.01545421127229929,0.07927941530942917,0.01430235430598259,0.011244203895330429,0.06792796403169632,0.010081611573696136,0.011316612362861633,0.06818480789661407,0.01015402376651764
203,Ep100_Lr005_Do4_L20001_Ls87,100,0.005,0.4,0.0001,87,0.015007516369223595,0.07848696410655975,0.01384295616298914,0.01114054024219513,0.06626696139574051,0.009970482438802719,0.011226288974285126,0.06637144833803177,0.01005623210221529
204,Ep100_Lr005_Do4_L21e-05_Ls29,100,0.005,0.4,1e-05,29,0.014079064130783081,0.07743281871080399,0.013648505322635174,0.012325317598879337,0.06801599264144897,0.011891193687915802,0.01227213442325592,0.06804116070270538,0.011838015168905258
205,Ep100_Lr005_Do4_L21e-05_Ls58,100,0.005,0.4,1e-05,58,0.01333155483007431,0.07479536533355713,0.012737907469272614,0.011995713226497173,0.07038652896881104,0.011405497789382935,0.012066655792295933,0.07032302767038345,0.011476443149149418
206,Ep100_Lr005_Do4_L21e-05_Ls87,100,0.005,0.4,1e-05,87,0.013539343141019344,0.07522159814834595,0.012864631600677967,0.0117910485714674,0.07089434564113617,0.011115663684904575,0.011776702478528023,0.07078805565834045,0.011101322248578072
207,Ep100_Lr005_Do5_L2001_Ls29,100,0.005,0.5,0.001,29,0.020543687045574188,0.0969763696193695,0.01914745196700096,0.018096711486577988,0.08574295043945312,0.016702858731150627,0.018203875049948692,0.08580080419778824,0.016810011118650436
208,Ep100_Lr005_Do5_L2001_Ls58,100,0.005,0.5,0.001,58,0.020128125324845314,0.09526390582323074,0.018679894506931305,0.016775891184806824,0.0846410021185875,0.015346873551607132,0.016756132245063782,0.08451162278652191,0.01532711461186409
209,Ep100_Lr005_Do5_L2001_Ls87,100,0.005,0.5,0.001,87,0.020305607467889786,0.09519471228122711,0.01889663189649582,0.016080418601632118,0.08782044053077698,0.014724629931151867,0.01614256389439106,0.08818251639604568,0.014786774292588234
210,Ep100_Lr005_Do5_L20001_Ls29,100,0.005,0.5,0.0001,29,0.018210694193840027,0.09063360095024109,0.017352355644106865,0.016541726887226105,0.08084004372358322,0.015703873708844185,0.01662556827068329,0.08102340251207352,0.015787716954946518
211,Ep100_Lr005_Do5_L20001_Ls58,100,0.005,0.5,0.0001,58,0.01778941974043846,0.0879044458270073,0.016679400578141212,0.01681097410619259,0.07950852811336517,0.015722176060080528,0.01680818386375904,0.07955367118120193,0.01571938768029213
212,Ep100_Lr005_Do5_L20001_Ls87,100,0.005,0.5,0.0001,87,0.017560791224241257,0.08708851039409637,0.016347873955965042,0.014915063977241516,0.07922767102718353,0.013697533868253231,0.014957732520997524,0.07949600368738174,0.013740197755396366
213,Ep100_Lr005_Do5_L21e-05_Ls29,100,0.005,0.5,1e-05,29,0.01630106195807457,0.08633749186992645,0.01590735837817192,0.014831134118139744,0.07687389850616455,0.014438935555517673,0.014882436022162437,0.07700332254171371,0.014490236528217793
214,Ep100_Lr005_Do5_L21e-05_Ls58,100,0.005,0.5,1e-05,58,0.016069509088993073,0.0836925208568573,0.01550804078578949,0.015003536827862263,0.07698771357536316,0.014443122781813145,0.015036886557936668,0.07720953226089478,0.014476468786597252
215,Ep100_Lr005_Do5_L21e-05_Ls87,100,0.005,0.5,1e-05,87,0.016123931854963303,0.08408384770154953,0.015488684177398682,0.015516858547925949,0.0774834007024765,0.014881257899105549,0.015562049113214016,0.07741398364305496,0.014926441013813019
216,Ep250_Lr05_Do2_L2001_Ls29,250,0.05,0.2,0.001,29,0.01895996741950512,0.09464359283447266,0.0185193233191967,0.016520855948328972,0.08550536632537842,0.016067620366811752,0.016379406675696373,0.08506249636411667,0.015926167368888855
217,Ep250_Lr05_Do2_L2001_Ls58,250,0.05,0.2,0.001,58,0.023936176672577858,0.11224476993083954,0.023936176672577858,0.02333536371588707,0.11060763150453568,0.02333536371588707,0.02327699400484562,0.11052530258893967,0.02327699400484562
218,Ep250_Lr05_Do2_L2001_Ls87,250,0.05,0.2,0.001,87,0.023931661620736122,0.11229193955659866,0.023931661620736122,0.023347578942775726,0.1105736494064331,0.023347578942775726,0.023291975259780884,0.11049091815948486,0.023291975259780884
219,Ep250_Lr05_Do2_L20001_Ls29,250,0.05,0.2,0.0001,29,0.020871907472610474,0.1001136377453804,0.020745692774653435,0.016483960673213005,0.0834088921546936,0.016355574131011963,0.01646077260375023,0.08332334458827972,0.016332387924194336
220,Ep250_Lr05_Do2_L20001_Ls58,250,0.05,0.2,0.0001,58,0.014547215774655342,0.07921458780765533,0.014014589600265026,0.00992552936077118,0.06537304073572159,0.009395825676620007,0.00987524539232254,0.06512665748596191,0.009345538914203644
221,Ep250_Lr05_Do2_L20001_Ls87,250,0.05,0.2,0.0001,87,0.023912515491247177,0.11227577924728394,0.023912515491247177,0.02332240156829357,0.10919603705406189,0.02332240156829357,0.023250367492437363,0.10910791903734207,0.023250367492437363
